학교명,날짜,학년,반,교시,과목
구암중학교,20231102,1,1,1,과학
구암중학교,20231102,1,1,2,사회
구암중학교,20231102,1,1,3,(자)주제선택활동
구암중학교,20231102,1,1,4,(자)주제선택활동
구암중학교,20231102,1,1,5,국어
구암중학교,20231102,1,1,6,수학
구암중학교,20231102,1,1,7,기술·가정
구암중학교,20231102,1,10,1,기술·가정
구암중학교,20231102,1,10,2,도덕
구암중학교,20231102,1,10,3,(자)진로탐색활동
구암중학교,20231102,1,10,4,(자)주제선택활동
구암중학교,20231102,1,10,5,정보
구암중학교,20231102,1,10,6,국어
구암중학교,20231102,1,10,7,체육
구암중학교,20231102,1,11,1,과학
구암중학교,20231102,1,11,2,음악
구암중학교,20231102,1,11,3,정보
구암중학교,20231102,1,11,4,사회
구암중학교,20231102,1,11,5,도덕
구암중학교,20231102,1,11,6,수학
구암중학교,20231102,1,11,7,국어
구암중학교,20231102,1,12,1,(자)주제선택활동
구암중학교,20231102,1,12,2,수학
구암중학교,20231102,1,12,3,도덕
구암중학교,20231102,1,12,4,체육
구암중학교,20231102,1,12,5,(자)동아리활동
구암중학교,20231102,1,12,6,과학
구암중학교,20231102,1,12,7,국어
구암중학교,20231102,1,13,1,영어
구암중학교,20231102,1,13,2,(자)주제선택활동
구암중학교,20231102,1,13,3,음악
구암중학교,20231102,1,13,4,수학
구암중학교,20231102,1,13,5,(자)동아리활동
구암중학교,20231102,1,13,6,체육
구암중학교,20231102,1,13,7,과학
구암중학교,20231102,1,14,1,체육
구암중학교,20231102,1,14,2,영어
구암중학교,20231102,1,14,3,국어
구암중학교,20231102,1,14,4,음악
구암중학교,20231102,1,14,5,(자)동아리활동
구암중학교,20231102,1,14,6,(자)주제선택활동
구암중학교,20231102,1,14,7,수학
구암중학교,20231102,1,2,1,영어
구암중학교,20231102,1,2,2,수학
구암중학교,20231102,1,2,3,(자)주제선택활동
구암중학교,20231102,1,2,4,(자)주제선택활동
구암중학교,20231102,1,2,5,체육
구암중학교,20231102,1,2,6,(자)진로탐색활동
구암중학교,20231102,1,2,7,과학
구암중학교,20231102,1,3,1,(자)주제선택활동
구암중학교,20231102,1,3,2,정보
구암중학교,20231102,1,3,3,체육
구암중학교,20231102,1,3,4,영어
구암중학교,20231102,1,3,5,음악
구암중학교,20231102,1,3,6,과학
구암중학교,20231102,1,3,7,수학
구암중학교,20231102,1,4,1,기술·가정
구암중학교,20231102,1,4,2,(자)주제선택활동
구암중학교,20231102,1,4,3,도덕
구암중학교,20231102,1,4,4,수학
구암중학교,20231102,1,4,5,국어
구암중학교,20231102,1,4,6,사회
구암중학교,20231102,1,4,7,음악
구암중학교,20231102,1,5,1,체육
구암중학교,20231102,1,5,2,영어
구암중학교,20231102,1,5,3,국어
구암중학교,20231102,1,5,4,기술·가정
구암중학교,20231102,1,5,5,도덕
구암중학교,20231102,1,5,6,정보
구암중학교,20231102,1,5,7,기술·가정
구암중학교,20231102,1,6,1,수학
구암중학교,20231102,1,6,2,국어
구암중학교,20231102,1,6,3,기술·가정
구암중학교,20231102,1,6,4,사회
구암중학교,20231102,1,6,5,영어
구암중학교,20231102,1,6,6,기술·가정
구암중학교,20231102,1,6,7,체육
구암중학교,20231102,1,7,1,국어
구암중학교,20231102,1,7,2,수학
구암중학교,20231102,1,7,3,기술·가정
구암중학교,20231102,1,7,4,체육
구암중학교,20231102,1,7,5,국어
구암중학교,20231102,1,7,6,영어
구암중학교,20231102,1,7,7,사회
구암중학교,20231102,1,8,1,영어
구암중학교,20231102,1,8,2,과학
구암중학교,20231102,1,8,3,국어
구암중학교,20231102,1,8,4,기술·가정
구암중학교,20231102,1,8,5,수학
구암중학교,20231102,1,8,6,기술·가정
구암중학교,20231102,1,8,7,도덕
구암중학교,20231102,1,9,1,국어
구암중학교,20231102,1,9,2,체육
구암중학교,20231102,1,9,3,(자)주제선택활동
구암중학교,20231102,1,9,4,과학
구암중학교,20231102,1,9,5,(자)예술·체육활동
구암중학교,20231102,1,9,6,수학
구암중학교,20231102,1,9,7,사회
구암중학교,20231102,2,1,1,한문
구암중학교,20231102,2,1,2,영어
구암중학교,20231102,2,1,3,역사
구암중학교,20231102,2,1,4,수학
구암중학교,20231102,2,1,5,과학
구암중학교,20231102,2,1,6,체육
구암중학교,20231102,2,1,7,동아리활동
구암중학교,20231102,2,10,1,수학
구암중학교,20231102,2,10,2,체육
구암중학교,20231102,2,10,3,음악
구암중학교,20231102,2,10,4,국어
구암중학교,20231102,2,10,5,국어
구암중학교,20231102,2,10,6,역사
구암중학교,20231102,2,10,7,과학
구암중학교,20231102,2,11,1,영어
구암중학교,20231102,2,11,2,수학
구암중학교,20231102,2,11,3,역사
구암중학교,20231102,2,11,4,도덕
구암중학교,20231102,2,11,5,미술
구암중학교,20231102,2,11,6,미술
구암중학교,20231102,2,11,7,체육
구암중학교,20231102,2,12,1,미술
구암중학교,20231102,2,12,2,미술
구암중학교,20231102,2,12,3,과학
구암중학교,20231102,2,12,4,역사
구암중학교,20231102,2,12,5,도덕
구암중학교,20231102,2,12,6,수학
구암중학교,20231102,2,12,7,영어
구암중학교,20231102,2,13,1,역사
구암중학교,20231102,2,13,2,음악
구암중학교,20231102,2,13,3,국어
구암중학교,20231102,2,13,4,과학
구암중학교,20231102,2,13,5,영어
구암중학교,20231102,2,13,6,국어
구암중학교,20231102,2,13,7,수학
구암중학교,20231102,2,2,1,과학
구암중학교,20231102,2,2,2,체육
구암중학교,20231102,2,2,3,영어
구암중학교,20231102,2,2,4,국어
구암중학교,20231102,2,2,5,도덕
구암중학교,20231102,2,2,6,수학
구암중학교,20231102,2,2,7,동아리활동
구암중학교,20231102,2,3,1,미술
구암중학교,20231102,2,3,2,미술
구암중학교,20231102,2,3,3,도덕
구암중학교,20231102,2,3,4,수학
구암중학교,20231102,2,3,5,체육
구암중학교,20231102,2,3,6,영어
구암중학교,20231102,2,3,7,동아리활동
구암중학교,20231102,2,4,1,과학
구암중학교,20231102,2,4,2,국어
구암중학교,20231102,2,4,3,한문
구암중학교,20231102,2,4,4,역사
구암중학교,20231102,2,4,5,미술
구암중학교,20231102,2,4,6,미술
구암중학교,20231102,2,4,7,수학
구암중학교,20231102,2,5,1,역사
구암중학교,20231102,2,5,2,과학
구암중학교,20231102,2,5,3,수학
구암중학교,20231102,2,5,4,체육
구암중학교,20231102,2,5,5,영어
구암중학교,20231102,2,5,6,도덕
구암중학교,20231102,2,5,7,과학
구암중학교,20231102,2,6,1,체육
구암중학교,20231102,2,6,2,도덕
구암중학교,20231102,2,6,3,음악
구암중학교,20231102,2,6,4,과학
구암중학교,20231102,2,6,5,한문
구암중학교,20231102,2,6,6,역사
구암중학교,20231102,2,6,7,국어
구암중학교,20231102,2,7,1,역사
구암중학교,20231102,2,7,2,국어
구암중학교,20231102,2,7,3,영어
구암중학교,20231102,2,7,4,음악
구암중학교,20231102,2,7,5,수학
구암중학교,20231102,2,7,6,국어
구암중학교,20231102,2,7,7,한문
구암중학교,20231102,2,8,1,도덕
구암중학교,20231102,2,8,2,수학
구암중학교,20231102,2,8,3,과학
구암중학교,20231102,2,8,4,영어
구암중학교,20231102,2,8,5,국어
구암중학교,20231102,2,8,6,음악
구암중학교,20231102,2,8,7,역사
구암중학교,20231102,2,9,1,국어
구암중학교,20231102,2,9,2,도덕
구암중학교,20231102,2,9,3,체육
구암중학교,20231102,2,9,4,수학
구암중학교,20231102,2,9,5,과학
구암중학교,20231102,2,9,6,영어
구암중학교,20231102,2,9,7,음악
구암중학교,20231102,3,1,1,국어
구암중학교,20231102,3,1,2,수학
구암중학교,20231102,3,1,3,과학
구암중학교,20231102,3,1,4,기술·가정
구암중학교,20231102,3,1,5,체육
구암중학교,20231102,3,1,6,생활 일본어
구암중학교,20231102,3,1,6,생활 중국어
구암중학교,20231102,3,1,7,영어
구암중학교,20231102,3,10,1,사회
구암중학교,20231102,3,10,2,역사
구암중학교,20231102,3,10,3,영어
구암중학교,20231102,3,10,4,국어
구암중학교,20231102,3,10,5,과학
구암중학교,20231102,3,10,6,동아리활동
구암중학교,20231102,3,10,7,수학
구암중학교,20231102,3,11,1,국어
구암중학교,20231102,3,11,2,사회
구암중학교,20231102,3,11,3,생활 일본어
구암중학교,20231102,3,11,3,생활 중국어
구암중학교,20231102,3,11,4,수학
구암중학교,20231102,3,11,5,영어
구암중학교,20231102,3,11,6,동아리활동
구암중학교,20231102,3,11,7,과학
구암중학교,20231102,3,12,1,수학
구암중학교,20231102,3,12,2,영어
구암중학교,20231102,3,12,3,생활 일본어
구암중학교,20231102,3,12,3,생활 중국어
구암중학교,20231102,3,12,4,기술·가정
구암중학교,20231102,3,12,5,역사
구암중학교,20231102,3,12,6,과학
구암중학교,20231102,3,12,7,체육
구암중학교,20231102,3,13,1,과학
구암중학교,20231102,3,13,2,체육
구암중학교,20231102,3,13,3,미술
구암중학교,20231102,3,13,4,미술
구암중학교,20231102,3,13,5,생활 중국어
구암중학교,20231102,3,13,5,생활 일본어
구암중학교,20231102,3,13,6,국어
구암중학교,20231102,3,13,7,영어
구암중학교,20231102,3,14,1,체육
구암중학교,20231102,3,14,2,과학
구암중학교,20231102,3,14,3,기술·가정
구암중학교,20231102,3,14,4,국어
구암중학교,20231102,3,14,5,생활 중국어
구암중학교,20231102,3,14,5,생활 일본어
구암중학교,20231102,3,14,6,사회
구암중학교,20231102,3,14,7,기술·가정
구암중학교,20231102,3,2,1,기술·가정
구암중학교,20231102,3,2,2,기술·가정
구암중학교,20231102,3,2,3,국어
구암중학교,20231102,3,2,4,사회
구암중학교,20231102,3,2,5,영어
구암중학교,20231102,3,2,6,생활 중국어
구암중학교,20231102,3,2,6,생활 일본어
구암중학교,20231102,3,2,7,과학
구암중학교,20231102,3,3,1,체육
구암중학교,20231102,3,3,2,생활 중국어
구암중학교,20231102,3,3,2,생활 일본어
구암중학교,20231102,3,3,3,역사
구암중학교,20231102,3,3,4,국어
구암중학교,20231102,3,3,5,기술·가정
구암중학교,20231102,3,3,6,기술·가정
구암중학교,20231102,3,3,7,수학
구암중학교,20231102,3,4,1,기술·가정
구암중학교,20231102,3,4,2,생활 중국어
구암중학교,20231102,3,4,2,생활 일본어
구암중학교,20231102,3,4,3,국어
구암중학교,20231102,3,4,4,영어
구암중학교,20231102,3,4,5,수학
구암중학교,20231102,3,4,6,과학
구암중학교,20231102,3,4,7,역사
구암중학교,20231102,3,5,1,생활 중국어
구암중학교,20231102,3,5,1,생활 일본어
구암중학교,20231102,3,5,2,생활 일본어
구암중학교,20231102,3,5,2,생활 중국어
구암중학교,20231102,3,5,3,수학
구암중학교,20231102,3,5,4,역사
구암중학교,20231102,3,5,5,사회
구암중학교,20231102,3,5,6,체육
구암중학교,20231102,3,5,7,영어
구암중학교,20231102,3,6,1,생활 중국어
구암중학교,20231102,3,6,1,생활 일본어
구암중학교,20231102,3,6,2,사회
구암중학교,20231102,3,6,3,체육
구암중학교,20231102,3,6,4,과학
구암중학교,20231102,3,6,5,기술·가정
구암중학교,20231102,3,6,6,영어
구암중학교,20231102,3,6,7,기술·가정
구암중학교,20231102,3,7,1,사회
구암중학교,20231102,3,7,2,국어
구암중학교,20231102,3,7,3,과학
구암중학교,20231102,3,7,4,영어
구암중학교,20231102,3,7,5,기술·가정
구암중학교,20231102,3,7,6,체육
구암중학교,20231102,3,7,7,국어
구암중학교,20231102,3,8,1,영어
구암중학교,20231102,3,8,2,수학
구암중학교,20231102,3,8,3,체육
구암중학교,20231102,3,8,4,기술·가정
구암중학교,20231102,3,8,5,과학
구암중학교,20231102,3,8,6,동아리활동
구암중학교,20231102,3,8,7,국어
구암중학교,20231102,3,9,1,기술·가정
구암중학교,20231102,3,9,2,영어
구암중학교,20231102,3,9,3,역사
구암중학교,20231102,3,9,4,체육
구암중학교,20231102,3,9,5,수학
구암중학교,20231102,3,9,6,동아리활동
구암중학교,20231102,3,9,7,국어
구암중학교,20231103,1,1,1,음악
구암중학교,20231103,1,1,2,기술·가정
구암중학교,20231103,1,1,3,사회
구암중학교,20231103,1,1,4,체육
구암중학교,20231103,1,1,5,(자)동아리활동
구암중학교,20231103,1,1,6,(자)동아리활동
구암중학교,20231103,1,1,7,(자)동아리활동
구암중학교,20231103,1,10,1,사회
구암중학교,20231103,1,10,2,체육
구암중학교,20231103,1,10,3,수학
구암중학교,20231103,1,10,4,영어
구암중학교,20231103,1,10,5,(자)동아리활동
구암중학교,20231103,1,10,6,(자)동아리활동
구암중학교,20231103,1,10,7,(자)동아리활동
구암중학교,20231103,1,11,1,국어
구암중학교,20231103,1,11,2,수학
구암중학교,20231103,1,11,3,기술·가정
구암중학교,20231103,1,11,4,체육
구암중학교,20231103,1,11,5,(자)동아리활동
구암중학교,20231103,1,11,6,(자)동아리활동
구암중학교,20231103,1,11,7,(자)동아리활동
구암중학교,20231103,1,12,1,사회
구암중학교,20231103,1,12,2,기술·가정
구암중학교,20231103,1,12,3,수학
구암중학교,20231103,1,12,4,영어
구암중학교,20231103,1,12,5,(자)동아리활동
구암중학교,20231103,1,12,6,(자)동아리활동
구암중학교,20231103,1,12,7,(자)동아리활동
구암중학교,20231103,1,13,1,도덕
구암중학교,20231103,1,13,2,사회
구암중학교,20231103,1,13,3,영어
구암중학교,20231103,1,13,4,국어
구암중학교,20231103,1,13,5,(자)동아리활동
구암중학교,20231103,1,13,6,(자)동아리활동
구암중학교,20231103,1,13,7,(자)동아리활동
구암중학교,20231103,1,14,1,영어
구암중학교,20231103,1,14,2,도덕
구암중학교,20231103,1,14,3,사회
구암중학교,20231103,1,14,4,과학
구암중학교,20231103,1,14,5,(자)동아리활동
구암중학교,20231103,1,14,6,(자)동아리활동
구암중학교,20231103,1,14,7,(자)동아리활동
구암중학교,20231103,1,2,1,정보
구암중학교,20231103,1,2,2,영어
구암중학교,20231103,1,2,3,수학
구암중학교,20231103,1,2,4,국어
구암중학교,20231103,1,2,5,(자)동아리활동
구암중학교,20231103,1,2,6,(자)동아리활동
구암중학교,20231103,1,2,7,(자)동아리활동
구암중학교,20231103,1,3,1,국어
구암중학교,20231103,1,3,2,과학
구암중학교,20231103,1,3,3,국어
구암중학교,20231103,1,3,4,영어
구암중학교,20231103,1,3,5,(자)동아리활동
구암중학교,20231103,1,3,6,(자)동아리활동
구암중학교,20231103,1,3,7,(자)동아리활동
구암중학교,20231103,1,4,1,수학
구암중학교,20231103,1,4,2,체육
구암중학교,20231103,1,4,3,정보
구암중학교,20231103,1,4,4,과학
구암중학교,20231103,1,4,5,(자)동아리활동
구암중학교,20231103,1,4,6,(자)동아리활동
구암중학교,20231103,1,4,7,(자)동아리활동
구암중학교,20231103,1,5,1,과학
구암중학교,20231103,1,5,2,수학
구암중학교,20231103,1,5,3,음악
구암중학교,20231103,1,5,4,국어
구암중학교,20231103,1,5,5,(자)동아리활동
구암중학교,20231103,1,5,6,(자)동아리활동
구암중학교,20231103,1,5,7,(자)동아리활동
구암중학교,20231103,1,6,1,수학
구암중학교,20231103,1,6,2,국어
구암중학교,20231103,1,6,3,음악
구암중학교,20231103,1,6,4,정보
구암중학교,20231103,1,6,5,(자)동아리활동
구암중학교,20231103,1,6,6,(자)동아리활동
구암중학교,20231103,1,6,7,(자)동아리활동
구암중학교,20231103,1,7,1,체육
구암중학교,20231103,1,7,2,음악
구암중학교,20231103,1,7,3,도덕
구암중학교,20231103,1,7,4,기술·가정
구암중학교,20231103,1,7,5,(자)동아리활동
구암중학교,20231103,1,7,6,(자)동아리활동
구암중학교,20231103,1,7,7,(자)동아리활동
구암중학교,20231103,1,8,1,국어
구암중학교,20231103,1,8,2,(자)진로탐색활동
구암중학교,20231103,1,8,3,체육
구암중학교,20231103,1,8,4,사회
구암중학교,20231103,1,8,5,(자)동아리활동
구암중학교,20231103,1,8,6,(자)동아리활동
구암중학교,20231103,1,8,7,(자)동아리활동
구암중학교,20231103,1,9,1,기술·가정
구암중학교,20231103,1,9,2,영어
구암중학교,20231103,1,9,3,국어
구암중학교,20231103,1,9,4,음악
구암중학교,20231103,1,9,5,(자)동아리활동
구암중학교,20231103,1,9,6,(자)동아리활동
구암중학교,20231103,1,9,7,(자)동아리활동
구암중학교,20231103,2,1,1,미술
구암중학교,20231103,2,1,2,역사
구암중학교,20231103,2,1,3,도덕
구암중학교,20231103,2,1,4,국어
구암중학교,20231103,2,1,5,동아리활동
구암중학교,20231103,2,1,6,동아리활동
구암중학교,20231103,2,1,7,동아리활동
구암중학교,20231103,2,10,1,영어
구암중학교,20231103,2,10,2,수학
구암중학교,20231103,2,10,3,과학
구암중학교,20231103,2,10,4,동아리활동
구암중학교,20231103,2,10,5,동아리활동
구암중학교,20231103,2,10,6,동아리활동
구암중학교,20231103,2,10,7,동아리활동
구암중학교,20231103,2,11,1,역사
구암중학교,20231103,2,11,2,과학
구암중학교,20231103,2,11,3,국어
구암중학교,20231103,2,11,4,체육
구암중학교,20231103,2,11,5,동아리활동
구암중학교,20231103,2,11,6,동아리활동
구암중학교,20231103,2,11,7,동아리활동
구암중학교,20231103,2,12,1,국어
구암중학교,20231103,2,12,2,역사
구암중학교,20231103,2,12,3,국어
구암중학교,20231103,2,12,4,과학
구암중학교,20231103,2,12,5,동아리활동
구암중학교,20231103,2,12,6,동아리활동
구암중학교,20231103,2,12,7,동아리활동
구암중학교,20231103,2,13,1,과학
구암중학교,20231103,2,13,2,미술
구암중학교,20231103,2,13,3,미술
구암중학교,20231103,2,13,4,도덕
구암중학교,20231103,2,13,5,동아리활동
구암중학교,20231103,2,13,6,동아리활동
구암중학교,20231103,2,13,7,동아리활동
구암중학교,20231103,2,2,1,과학
구암중학교,20231103,2,2,2,미술
구암중학교,20231103,2,2,3,미술
구암중학교,20231103,2,2,4,체육
구암중학교,20231103,2,2,5,동아리활동
구암중학교,20231103,2,2,6,동아리활동
구암중학교,20231103,2,2,7,동아리활동
구암중학교,20231103,2,3,1,영어
구암중학교,20231103,2,3,2,과학
구암중학교,20231103,2,3,3,수학
구암중학교,20231103,2,3,4,음악
구암중학교,20231103,2,3,5,동아리활동
구암중학교,20231103,2,3,6,동아리활동
구암중학교,20231103,2,3,7,동아리활동
구암중학교,20231103,2,4,1,수학
구암중학교,20231103,2,4,2,영어
구암중학교,20231103,2,4,3,체육
구암중학교,20231103,2,4,4,과학
구암중학교,20231103,2,4,5,동아리활동
구암중학교,20231103,2,4,6,동아리활동
구암중학교,20231103,2,4,7,동아리활동
구암중학교,20231103,2,5,1,국어
구암중학교,20231103,2,5,2,국어
구암중학교,20231103,2,5,3,한문
구암중학교,20231103,2,5,4,역사
구암중학교,20231103,2,5,5,동아리활동
구암중학교,20231103,2,5,6,동아리활동
구암중학교,20231103,2,5,7,동아리활동
구암중학교,20231103,2,6,1,도덕
구암중학교,20231103,2,6,2,음악
구암중학교,20231103,2,6,3,영어
구암중학교,20231103,2,6,4,수학
구암중학교,20231103,2,6,5,동아리활동
구암중학교,20231103,2,6,6,동아리활동
구암중학교,20231103,2,6,7,동아리활동
구암중학교,20231103,2,7,1,체육
구암중학교,20231103,2,7,2,과학
구암중학교,20231103,2,7,3,수학
구암중학교,20231103,2,7,4,도덕
구암중학교,20231103,2,7,5,동아리활동
구암중학교,20231103,2,7,6,동아리활동
구암중학교,20231103,2,7,7,동아리활동
구암중학교,20231103,2,8,1,수학
구암중학교,20231103,2,8,2,체육
구암중학교,20231103,2,8,3,과학
구암중학교,20231103,2,8,4,동아리활동
구암중학교,20231103,2,8,5,동아리활동
구암중학교,20231103,2,8,6,동아리활동
구암중학교,20231103,2,8,7,동아리활동
구암중학교,20231103,2,9,1,수학
구암중학교,20231103,2,9,2,도덕
구암중학교,20231103,2,9,3,역사
구암중학교,20231103,2,9,4,동아리활동
구암중학교,20231103,2,9,5,동아리활동
구암중학교,20231103,2,9,6,동아리활동
구암중학교,20231103,2,9,7,동아리활동
구암중학교,20231103,3,1,1,영어
구암중학교,20231103,3,1,2,기술·가정
구암중학교,20231103,3,1,3,기술·가정
구암중학교,20231103,3,1,4,과학
구암중학교,20231103,3,1,5,동아리활동
구암중학교,20231103,3,1,6,동아리활동
구암중학교,20231103,3,1,7,동아리활동
구암중학교,20231103,3,10,1,기술·가정
구암중학교,20231103,3,10,2,수학
구암중학교,20231103,3,10,3,생활 일본어
구암중학교,20231103,3,10,4,체육
구암중학교,20231103,3,10,5,동아리활동
구암중학교,20231103,3,10,6,동아리활동
구암중학교,20231103,3,10,7,동아리활동
구암중학교,20231103,3,11,1,과학
구암중학교,20231103,3,11,2,체육
구암중학교,20231103,3,11,3,영어
구암중학교,20231103,3,11,4,국어
구암중학교,20231103,3,11,5,동아리활동
구암중학교,20231103,3,11,6,동아리활동
구암중학교,20231103,3,11,7,동아리활동
구암중학교,20231103,3,12,1,과학
구암중학교,20231103,3,12,2,기술·가정
구암중학교,20231103,3,12,3,동아리활동
구암중학교,20231103,3,12,4,국어
구암중학교,20231103,3,12,5,동아리활동
구암중학교,20231103,3,12,6,동아리활동
구암중학교,20231103,3,12,7,동아리활동
구암중학교,20231103,3,13,1,영어
구암중학교,20231103,3,13,2,과학
구암중학교,20231103,3,13,3,동아리활동
구암중학교,20231103,3,13,4,역사
구암중학교,20231103,3,13,5,동아리활동
구암중학교,20231103,3,13,6,동아리활동
구암중학교,20231103,3,13,7,동아리활동
구암중학교,20231103,3,14,1,수학
구암중학교,20231103,3,14,2,역사
구암중학교,20231103,3,14,3,동아리활동
구암중학교,20231103,3,14,4,국어
구암중학교,20231103,3,14,5,동아리활동
구암중학교,20231103,3,14,6,동아리활동
구암중학교,20231103,3,14,7,동아리활동
구암중학교,20231103,3,2,1,수학
구암중학교,20231103,3,2,2,체육
구암중학교,20231103,3,2,3,과학
구암중학교,20231103,3,2,4,역사
구암중학교,20231103,3,2,5,동아리활동
구암중학교,20231103,3,2,6,동아리활동
구암중학교,20231103,3,2,7,동아리활동
구암중학교,20231103,3,3,1,사회
구암중학교,20231103,3,3,2,국어
구암중학교,20231103,3,3,3,영어
구암중학교,20231103,3,3,4,수학
구암중학교,20231103,3,3,5,동아리활동
구암중학교,20231103,3,3,6,동아리활동
구암중학교,20231103,3,3,7,동아리활동
구암중학교,20231103,3,4,1,기술·가정
구암중학교,20231103,3,4,2,과학
구암중학교,20231103,3,4,3,체육
구암중학교,20231103,3,4,4,영어
구암중학교,20231103,3,4,5,동아리활동
구암중학교,20231103,3,4,6,동아리활동
구암중학교,20231103,3,4,7,동아리활동
구암중학교,20231103,3,5,1,국어
구암중학교,20231103,3,5,2,기술·가정
구암중학교,20231103,3,5,3,기술·가정
구암중학교,20231103,3,5,4,영어
구암중학교,20231103,3,5,5,동아리활동
구암중학교,20231103,3,5,6,동아리활동
구암중학교,20231103,3,5,7,동아리활동
구암중학교,20231103,3,6,1,체육
구암중학교,20231103,3,6,2,수학
구암중학교,20231103,3,6,3,기술·가정
구암중학교,20231103,3,6,4,과학
구암중학교,20231103,3,6,5,동아리활동
구암중학교,20231103,3,6,6,동아리활동
구암중학교,20231103,3,6,7,동아리활동
구암중학교,20231103,3,7,1,기술·가정
구암중학교,20231103,3,7,2,국어
구암중학교,20231103,3,7,3,역사
구암중학교,20231103,3,7,4,수학
구암중학교,20231103,3,7,5,동아리활동
구암중학교,20231103,3,7,6,동아리활동
구암중학교,20231103,3,7,7,동아리활동
구암중학교,20231103,3,8,1,역사
구암중학교,20231103,3,8,2,영어
구암중학교,20231103,3,8,3,과학
구암중학교,20231103,3,8,4,사회
구암중학교,20231103,3,8,5,동아리활동
구암중학교,20231103,3,8,6,동아리활동
구암중학교,20231103,3,8,7,동아리활동
구암중학교,20231103,3,9,1,영어
구암중학교,20231103,3,9,2,미술
구암중학교,20231103,3,9,3,미술
구암중학교,20231103,3,9,4,기술·가정
구암중학교,20231103,3,9,5,동아리활동
구암중학교,20231103,3,9,6,동아리활동
구암중학교,20231103,3,9,7,동아리활동
구암중학교,20231104,1,1,1,토요휴업일
구암중학교,20231104,1,1,2,토요휴업일
구암중학교,20231104,1,1,3,토요휴업일
구암중학교,20231104,1,1,4,토요휴업일
구암중학교,20231104,1,10,1,토요휴업일
구암중학교,20231104,1,10,2,토요휴업일
구암중학교,20231104,1,10,3,토요휴업일
구암중학교,20231104,1,10,4,토요휴업일
구암중학교,20231104,1,11,1,토요휴업일
구암중학교,20231104,1,11,2,토요휴업일
구암중학교,20231104,1,11,3,토요휴업일
구암중학교,20231104,1,11,4,토요휴업일
구암중학교,20231104,1,12,1,토요휴업일
구암중학교,20231104,1,12,2,토요휴업일
구암중학교,20231104,1,12,3,토요휴업일
구암중학교,20231104,1,12,4,토요휴업일
구암중학교,20231104,1,13,1,토요휴업일
구암중학교,20231104,1,13,2,토요휴업일
구암중학교,20231104,1,13,3,토요휴업일
구암중학교,20231104,1,13,4,토요휴업일
구암중학교,20231104,1,14,1,토요휴업일
구암중학교,20231104,1,14,2,토요휴업일
구암중학교,20231104,1,14,3,토요휴업일
구암중학교,20231104,1,14,4,토요휴업일
구암중학교,20231104,1,2,1,토요휴업일
구암중학교,20231104,1,2,2,토요휴업일
구암중학교,20231104,1,2,3,토요휴업일
구암중학교,20231104,1,2,4,토요휴업일
구암중학교,20231104,1,3,1,토요휴업일
구암중학교,20231104,1,3,2,토요휴업일
구암중학교,20231104,1,3,3,토요휴업일
구암중학교,20231104,1,3,4,토요휴업일
구암중학교,20231104,1,4,1,토요휴업일
구암중학교,20231104,1,4,2,토요휴업일
구암중학교,20231104,1,4,3,토요휴업일
구암중학교,20231104,1,4,4,토요휴업일
구암중학교,20231104,1,5,1,토요휴업일
구암중학교,20231104,1,5,2,토요휴업일
구암중학교,20231104,1,5,3,토요휴업일
구암중학교,20231104,1,5,4,토요휴업일
구암중학교,20231104,1,6,1,토요휴업일
구암중학교,20231104,1,6,2,토요휴업일
구암중학교,20231104,1,6,3,토요휴업일
구암중학교,20231104,1,6,4,토요휴업일
구암중학교,20231104,1,7,1,토요휴업일
구암중학교,20231104,1,7,2,토요휴업일
구암중학교,20231104,1,7,3,토요휴업일
구암중학교,20231104,1,7,4,토요휴업일
구암중학교,20231104,1,8,1,토요휴업일
구암중학교,20231104,1,8,2,토요휴업일
구암중학교,20231104,1,8,3,토요휴업일
구암중학교,20231104,1,8,4,토요휴업일
구암중학교,20231104,1,9,1,토요휴업일
구암중학교,20231104,1,9,2,토요휴업일
구암중학교,20231104,1,9,3,토요휴업일
구암중학교,20231104,1,9,4,토요휴업일
구암중학교,20231104,2,1,1,토요휴업일
구암중학교,20231104,2,1,2,토요휴업일
구암중학교,20231104,2,1,3,토요휴업일
구암중학교,20231104,2,1,4,토요휴업일
구암중학교,20231104,2,10,1,토요휴업일
구암중학교,20231104,2,10,2,토요휴업일
구암중학교,20231104,2,10,3,토요휴업일
구암중학교,20231104,2,10,4,토요휴업일
구암중학교,20231104,2,11,1,토요휴업일
구암중학교,20231104,2,11,2,토요휴업일
구암중학교,20231104,2,11,3,토요휴업일
구암중학교,20231104,2,11,4,토요휴업일
구암중학교,20231104,2,12,1,토요휴업일
구암중학교,20231104,2,12,2,토요휴업일
구암중학교,20231104,2,12,3,토요휴업일
구암중학교,20231104,2,12,4,토요휴업일
구암중학교,20231104,2,13,1,토요휴업일
구암중학교,20231104,2,13,2,토요휴업일
구암중학교,20231104,2,13,3,토요휴업일
구암중학교,20231104,2,13,4,토요휴업일
구암중학교,20231104,2,2,1,토요휴업일
구암중학교,20231104,2,2,2,토요휴업일
구암중학교,20231104,2,2,3,토요휴업일
구암중학교,20231104,2,2,4,토요휴업일
구암중학교,20231104,2,3,1,토요휴업일
구암중학교,20231104,2,3,2,토요휴업일
구암중학교,20231104,2,3,3,토요휴업일
구암중학교,20231104,2,3,4,토요휴업일
구암중학교,20231104,2,4,1,토요휴업일
